deal_id,deal_title,deal_url,deal_rating,deal_rating_count,deal_mrp_price,deal_act_price,deal_offer_percent,deal_offer_price,top_offers,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_all,product_description,top_customer_reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"Western Digital WD Black SN770 NVMe 1TB, Upto 5150MB/s, 5Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Gaming Storage, Internal Solid State Drive (SSD) (WDS100T3X0E)",https://www.amazon.in/Western-Digital-WD_Black-Internal-Gaming/dp/B09QV692XY/ref=sr_1_19?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-19,4.6,14876,17000,6979,59,10021,"['Upto ₹314.24 EMI interest savings on select Credit CardsUpto ₹314.24 EMI interest savings on select Credit Cards', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Internal Solid State Drives,,,,,"['Computers & Accessories', 'Components', 'Internal Solid State Drives']","Get into the game fast as you zoom past load times with blazing speeds of up to 5,150MB/s (1TB and 2TB models). Equipped with a PCIe Gen4 interface, the WD_BLACK SN770 NVMe SSD helps fuel in-game responsiveness, minimize stutter, and provide smooth streaming for a performance boost you can see and feel. Get tons of space for your latest games, future updates, and downloadable content with capacities up to 2TB Optimize peak performance in gaming mode and monitor your drive’s health with the WD_BLACK Dashboard so you can game with confidence. Equipped with advanced thermal management technology that helps maintain consistent performance, this reliable drive comes in an M.2 SSD form factor for compatibility with modern motherboards and laptops",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,"Western Digital WD Green SATA 240GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS240G3G0A)",https://www.amazon.in/Western-Digital-Green-240GB-Internal/dp/B09TMZ1MF8/ref=sr_1_3?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-3,4.3,9208,4300,1772,59,2528,"['Upto ₹79.81 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹79.81 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Internal Solid State Drives,,,,,"['Computers & Accessories', 'Components', 'Internal Solid State Drives']",SLC (single-level cell) caching boosts write performance to quickly perform everyday tasks. Shock-resistant and WD F.I.T. Lab certified for compatibility and reliability. Ultra-low power-draw so you can use your laptop for longer periods of time. Available in 2.5/7mm cased and M.2 2280 form factors to accommodate most PCs. The free, downloadable Western Digital SSD Dashboard* lets you easily monitor the status of your drive. Includes a 3-year limited warranty so upgrading your storage is worry-free.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,"PHILIPS BHS332/00 Hair Straightener  (Pink, Black)",https://www.flipkart.com/philips-bhs332-00-hair-straightener/p/itm7f4b2eca9e9cd?pid=HSTGQDWEBHYGQMHC&lid=LSTHSTGQDWEBHYGQMHCTE7M8F&marketplace=FLIPKART&store=zlw%2F79s&srno=b_1_22&otracker=browse&fm=organic&iid=en_twN0g8I3bK81_eeVUHPqUu5eNah7zkJxkUlRO_WaJmupOhC1E7vUB4i6gUFHODrB3QGTf50eMndJuMhZn-w4ASqhaHrzSI4OjvZa1DRoeKc%3D&ppt=pp&ppn=pp&ssid=fvv4trp5a80000001716318729919,4.3,10814,2195,1839,16,356,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Special Price', 'description': 'Get extra 16% off (price inclusive of cashback/coupon)'}]",Health & Personal Care Appliances,Personal Care Appliances,Hair Straighteners,PHILIPS Hair Straighteners,,,,"['Home', 'Health & Personal Care Appliances', 'Personal Care Appliances', 'Hair Straighteners', 'PHILIPS Hair Straighteners']",,"[{'rating': '5', 'comment_text': 'Woww 🥰READ MORE'}, {'rating': '5', 'comment_text': 'Smooth hair , happy mee ❤️READ MORE'}, {'rating': '4', 'comment_text': 'Just wow..READ MORE'}, {'rating': '5', 'comment_text': Awesome product from philips I bought this hair straightner only becouse of its colour n it has silk protect technology it straightens the hair in low temperature itself and it lastes 8-10 hrs if u do it properly n my biggest dream is to buy a hair Straightener for me n my mom it has temperature changing",lock facility,easy to handle n I was also searcing for a perfect review b4 buying this but I couldn't find I think this will help others go for it girls philips is always a best brandREAD MORE"}, {'rating': '5', 'comment_text': 'Very good quality... Straiten hair long last... Comfortable use. Shines hair after straining ...i liked... Go for it... Value for money... Thx flipcart.... Delivery boy was good ...service was bestREAD MORE'}, {'rating': '4', 'comment_text': 'I have light straighten my hairs but it is absolutely amazing it straights hair in very less time and in one time 👍READ MORE'}, {'rating': '4', 'comment_text': "It's a very good I'm happy for take itREAD MORE"}, {'rating': '5', 'comment_text': "It's good product thankyou Flipkart 🙂READ MORE"}, {'rating': '5', 'comment_text': 'Very niceREAD MORE'}, {'rating': '5', 'comment_text': "Firstly, the colour of this straighter is just wow like amazing i fell in love with the colour.Secondly, the quality is amazing and it gives a perfect shine to your hairs and it is long lasting also..i definately recommend you this.. _The thing to keep in mind- don't straight your hairs daily it will definately give you hairfall after a period.READ MORE"}]",,,,,,,,,,,,,,,,,,,
520,Consistent 2.5 256GB SSD (CTSSD256S6) with SATA III Interface, 6Gb/s Read/Write Speed Upto - 552/500 MB/s, 5 Years Warranty",https://www.amazon.in/Consistent-SSD-256GB-CTSSD256S6/dp/B08W35V9KV/ref=sr_1_9?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-9,4.1,1889,5999,1640,73,4359,"['Upto ₹73.87 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹73.87 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Internal Solid State Drives,,,,,"['Computers & Accessories', 'Components', 'Internal Solid State Drives']","Consistent SSD solid-state drive is a new generation of storage device used in computers. SSDs replace traditional mechanical hard disks by using flash-based memory, which is significantly faster.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,NOVA Temperature Control Professional NHS-982/00 Hair Straightener  (Black/Red),https://www.flipkart.com/nova-temperature-control-professional-nhs-982-00-hair-straightener/p/itm1ee4abacfb622?pid=HSTEWYKGHZESFN4F&lid=LSTHSTEWYKGHZESFN4FAO8BVY&marketplace=FLIPKART&store=zlw%2F79s&srno=b_1_32&otracker=browse&fm=organic&iid=en_twN0g8I3bK81_eeVUHPqUu5eNah7zkJxkUlRO_WaJmuifz_k7ii5dUkD5nTqLSdZU6J9cJBD7Ov02O77PpjGqA%3D%3D&ppt=pp&ppn=pp&ssid=fvv4trp5a80000001716318729919,4,11511,2495,579,76,1916,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Partner Offer', 'description': 'Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹20,000*'}, {'type': 'Partner Offer', 'description': 'Make a purchase and enjoy a surprise cashback/ coupon that you can redeem later!'}]",Health & Personal Care Appliances,Personal Care Appliances,Hair Straighteners,NOVA Hair Straighteners,,,,"['Home', 'Health & Personal Care Appliances', 'Personal Care Appliances', 'Hair Straighteners', 'NOVA Hair Straighteners']",,"[{'rating': '4', 'comment_text': 'Received the product as expected. Quality is good at this price and works well..READ MORE'}, {'rating': '4', 'comment_text': 'this is goodREAD MORE'}, {'rating': '5', 'comment_text': 'Just awsomeREAD MORE'}, {'rating': '5', 'comment_text': '2nd time buying for gift... Its mind blowingREAD MORE'}, {'rating': '5', 'comment_text': it's amazingREAD MORE""}", {'rating': '4', 'comment_text': 'nice product in affordable price and flipkart delivery service is so good they always in time not like other e-commerce. Thanks flipkart and team .READ MORE'}, {'rating': '5', 'comment_text': "first of all I will say about delivery. delivery was on time but I requested them to delay because I was not at my home on that day so they came as par my possibility. thanks to Flipkart and Delhivery service. now I will say about my product. I purchased it at just rs 509 .at this rate this is very nice. I use any straightener first time so I didn't have any idea so I watched on YouTube that how to use. I use silk n shine on my dry hair then start straightening. it's take something about 15-2...READ MORE"}, {'rating': '4', 'comment_text': 'Good to use as straightner and curler nice but not best it is good as shown in pictureREAD MORE'}, {'rating': '3', 'comment_text': 'Good productREAD MORE'}, {'rating': '5', 'comment_text': 'Product is looking good but lasting may be known after useREAD MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,
522,"Western Digital WD Blue SN580 NVMe 1TB, Upto 4150MB/s, 5 Y Warranty, PCIe Gen 4 NVMe M.2 (2280), Internal Solid State Drive (SSD) (WDS100T3B0E)",https://www.amazon.in/Western-Digital-Warranty-Internal-WDS100T3B0E/dp/B0C8XMH264/ref=sr_1_11?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-11,4.5,18827,11340,6311,44,5029,"['Upto ₹284.20 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹284.20 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Internal Solid State Drives,,,,,"['Computers & Accessories', 'Components', 'Internal Solid State Drives']","Spark Your Imagination with the WD Blue™ SN580 NVMe™ SSD with PCIe® Gen 4.0 for creators and professionals. Boost productivity or design creatives effortlessly by upgrading to PCIe® Gen 4.0 SSDs with up to 4,150 MB/s** read speeds (1TB and 2TB* models). With up to 2TB* of storage on a slim M.2 2280 form-factor, applications, data, and media such as photos, 4K videos, and music can be stored on the same drive. Keep creating uninterrupted when you’re in the zone or on the go with low-power storage to maximize your laptop’s battery life.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),https://www.amazon.in/Crucial-BX500-240GB-2-5-inch-CT240BX500SSD1/dp/B07G3YNLJB/ref=sr_1_5?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-5,4.5,120679,2400,1897,21,503,"['Upto ₹85.40 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹85.40 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Internal Solid State Drives,,,,,"['Computers & Accessories', 'Components', 'Internal Solid State Drives']","240GB 2.5-inch internal SSD, SATA 6.0Gb/s, with blistering speeds of 540 MB/s Read, 500 MB/s Write. Enjoy the efficiency of Next-Gen Micron 3D NAND: Crucial BX500 uses only a minimal amount of power and still delivers a high price-to-performance. Upgrade to a drive you can count on: The Crucial BX500 has been thoroughly Tested, and Proven that, it secures your most important files on a drive with established dependability and the advanced features BX-series SSD's which is are known for. Avoid unintended data loss when the power unexpectedly goes out. This built-in feature of our new NAND protects your data swiftly and efficiently, so if your system suddenly shuts down, you keep all your saved work. Improves battery life because it’s 45x more energy efficient than a typical hard drive and it can operate in an input voltage of 4.5V.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,"Ant Esports Elite 1100 Mid-Tower Computer Case/Gaming Cabinet - Black | Support ATX, M-ATX, ITX | Pre- Installed 3 x 120mm Front and 1 x 120mm Rear Rainbow Fans",https://www.amazon.in/Ant-Esports-Elite-1100-Mid-Tower/dp/B0CRNQJBWB/ref=sr_1_6?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-6,4.2,6342,2999,2401,20,598,"['Upto ₹108.09 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹108.09 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Computer Cases,,,,,"['Computers & Accessories', 'Components', 'Computer Cases']","Black, Mid- Tower, 355 x 180 x 410 mm, Transparent Tempered Side Panel 7 Expansion Slots, 1 HDD + 2 SSD x 3.5”/ 2.5” Drive Bay I/O Panel : 1x USB 3.0, 2 x USB, 1 x HD Audio, 1 x Mic, Power & Reset Button, Power & Hard Drive Indicators Fan Support : 3 x 120 mm, 2 x 140 mm Front, 1 x 120 mm Rear VGA Card Length : 300 mm ; CPU Cooler Height : 160 mm",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,"NOVA 4 in 1 Hair Styler- Straightener, Curler & Crimper NHS 802 Hair Straightener  (Black, Gold)",https://www.flipkart.com/nova-4-1-hair-styler-straightener-curler-crimper-nhs-802-straightener/p/itm823091696c81e?pid=HSTGXUQ9C5YFZMUW&lid=LSTHSTGXUQ9C5YFZMUW1FF3GY&marketplace=FLIPKART&store=zlw%2F79s&srno=b_1_28&otracker=browse&fm=organic&iid=en_twN0g8I3bK81_eeVUHPqUu5eNah7zkJxkUlRO_WaJmuVq1DEahLxkR2c4ZZjnTQoEV9cZ0pXsBNhpN-ktHUHdFhWlg14bXFG9tZ2S67Bqg0%3D&ppt=pp&ppn=pp&ssid=fvv4trp5a80000001716318729919,4.1,150,2399,1142,52,1257,"[{'type': 'Bank Offer', 'description': 'Get ₹50 instant discount on first Flipkart UPI txn on order of ₹200 and above'}, {'type': 'Bank Offer', 'description': '5% Cashback on Flipkart Axis Bank Card'}, {'type': 'Special Price', 'description': 'Get extra 23% off (price inclusive of cashback/coupon)'}, {'type': 'Partner Offer', 'description': 'Sign-up for Flipkart Pay Later & get free Times Prime Benefits worth ₹20,000*'}]",Health & Personal Care Appliances,Personal Care Appliances,Hair Straighteners,NOVA Hair Straighteners,,,,"['Home', 'Health & Personal Care Appliances', 'Personal Care Appliances', 'Hair Straighteners', 'NOVA Hair Straighteners']",,"[{'rating': '5', 'comment_text': 'NiceREAD MORE'}, {'rating': '5', 'comment_text': 'Nice productREAD MORE'}, {'rating': '5', 'comment_text': 'Nice product I am so happyREAD MORE'}, {'rating': '1', 'comment_text': 'Not good, and also no return policyREAD MORE'}, {'rating': '5', 'comment_text': 'very goodREAD MORE'}, {'rating': '5', 'comment_text': 'Good build quality and workingREAD MORE'}, {'rating': '5', 'comment_text': 'Nice productREAD MORE'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,"ZEB-SD26 256 GB Solid State Drive, TLC, SATA II & SATA III Interface",https://www.amazon.in/ZEB-SD26-Solid-State-Drive-Interface/dp/B0BD4DTHN3/ref=sr_1_18?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-18,4.2,3633,7499,1699,77,5800,"['Upto ₹76.48 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹76.48 EMI interest savings on Amazon Pay ICICI…', 'Upto ₹2,000.00 discount on select Credit CardsUpto ₹2,000.00 discount on select Credit Cards', 'Get GST invoice and save up to 28% on business purchases. Sign up for freeGet GST invoice and save up to 28% on business purchases.']",Computers & Accessories,Components,Internal Solid State Drives,,,,,"['Computers & Accessories', 'Components', 'Internal Solid State Drives']","Faster performance Smart & Silent operation Faster than HDD, Ultra low power consumption 256GB, SATA II and SATA III Interface Sequential Read Speed 550MB/s, Sequential Write Speed 400MB/s MTBF 2 Million hours, Flash Interface TLC",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,"Electronic Spices 12v Brushless 3Inch DC Cooling Fan for Pc Case,CPU Cooler, 2pcs, Black (80X80) mm",https://www.amazon.in/Brushless-3Inch-Cooling-Cooler-Black/dp/B08WS4TDXX/ref=sr_1_16?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-16,4,297,260,197,24,63,[],Computers & Accessories,Components,Fans & Cooling,Case Fans,,,,"['Computers & Accessories', 'Components', 'Fans & Cooling', 'Case Fans']","Dc cooling fan fans blow air along the axis of the fan, or parallel to the track of the blade axis. Dc axial fans are found in a variety of applications, including computing, servers, telecommunication cabinets, and any type of equipment where the need for thermal control is necessary for the improved reliability and life extension of the components that are included in the system.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"Video Capture Card, PiBOX India Braided Tough, 4K HDMI to USB 3.0 Game Capture Device Aluminium Windows Android Mac,HD 1080P Audio Video Card Live Streaming Gaming, Teaching Live Broadcasting",https://www.amazon.in/India-Aluminium-Streaming-Teaching-Broadcasting/dp/B0973PR9HH/ref=sr_1_20?dib=eyJ2IjoiMSJ9.cORWxGyXC-7Syt3tgSEkedy-J1UrRI50H6IHq-ldsnaHfTo8k42ANCOqSjYkhqseSBjoh5klIPaqJrMc4aiW2OyiMMZAlDSCH8JKwtReabRYsZYwDCc1eQU9G1vZeU17IG--cECImdY7YLdRH9ua7pybTmNOPJYTHPTmV_Y8z4BGZSs9ceS1ejvLZiC5Kj6kNA56mqrPIJrdRenMdueWGG2mJ4bfEDqimPt1b2-LdllVOiFU4ReBOqxtDgorN4wMlMExuDM2rYh8xQ4cyf1T4E9wETHb6VD5pm1uDqLrSnE.9epeJqxOthZn8D7jthsKJlBTedUrdpBwzhsrPto2sfI&dib_tag=se&qid=1716318697&refinements=p_72%3A1318476031&rnid=1318475031&s=computers&sr=1-20,4.1,1153,1999,699,65,1300,[],Computers & Accessories,Components,Internal TV Tuner & Video Editing Cards,,,,,"['Computers & Accessories', 'Components', 'Internal TV Tuner & Video Editing Cards']","⚡ PiBOX India - Stunning 1080P Video Recording with Braided cable】Audio video capture cards can capture up to 3840x2160@60HZ High Definition Input, Output max resolution 1920×1080@30Hz. It also Supports 1080P 30fps High Quality Recording and live steaming. You can enjoy clear video for your recording, live streaming,broadcasting live. Enjoy the crystal clear image quality and ultra-high definition that our capture card brings to you, and will not drop frame when you are recording ⚡【High Frame Rate Image Recording】 Enjoy the ultra-high-definition picture quality brought by PiBOX India capture card, extremely low latency to meet your recording needs, and the frame rate will be higher at a specific pixel (Depending on the specific software application，Pixel frame rate will also change) ⚡【Heat Dissipation Capture Device Aluminium Alloy】: The audio video capture card with heat dissipation vents can significantly reduce the heat. Better heat dissipation enhances stability and durability. No more worry about overheating while capturing video. You can capture a high-definition HDMI video signal of a signal channel. The game capture card is suitable for devices with HDMI output, such as PS4,Switch or Xbox. ⚡【Universal Compatibility】 This video capture device can be connected to the source HDMI interface devices (such as: PS3,PS4,NS switch, XBOX, computer, laptop, DVD,HD player etc). And it supports software such as: VLC, OBS, Amcap etc.Suitable for high definition acquisition, teaching recording, medical imaging, etc. ⚡【Zero Latency Screen Share】: There is no delay, no crash, no freeze, no blue screen. The video capture is a fast, familiar and economical way to share content in conference rooms and online meetings. Connect to presentations without software, just connect to a laptop or tablet via the capture card and cable to start sharing. And makes the live streaming, sharing and recording simple & fast. HD 1080P capture card will be a superb recording solution that ensures both video and audio quality.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
